study_id,study_name,gene,med_amp_exp,n,n_amp,n_gain,n_dipl,n_loss,n_del,freq_amp,freq_gain,freq_dipl,freq_loss,freq_del
luad_tcga_pub,"Lung Adenocarcinoma (TCGA, Nature 2014)",HLTF,4.6034,230,5,52,116,62,0,0.021739130434782608,0.22608695652173913,0.5043478260869565,0.26956521739130435,0
luad_tcga_pub,"Lung Adenocarcinoma (TCGA, Nature 2014)",RAD18,NA,230,0,16,108,106,1,0,0.06956521739130435,0.46956521739130436,0.4608695652173913,0.004347826086956522
luad_tcga_pub,"Lung Adenocarcinoma (TCGA, Nature 2014)",UBE2A,2.18635,230,2,50,151,29,1,0.008695652173913044,0.21739130434782608,0.6565217391304348,0.12608695652173912,0.004347826086956522
luad_tcga_pub,"Lung Adenocarcinoma (TCGA, Nature 2014)",UBE2B,NA,230,0,39,98,93,3,0,0.16956521739130434,0.4260869565217391,0.4043478260869565,0.013043478260869565
luad_tcga_pub,"Lung Adenocarcinoma (TCGA, Nature 2014)",UBE2N,NA,230,0,42,126,62,2,0,0.1826086956521739,0.5478260869565217,0.26956521739130435,0.008695652173913044
luad_tcga_pub,"Lung Adenocarcinoma (TCGA, Nature 2014)",UBE2V2,4.1258,230,6,100,105,25,1,0.02608695652173913,0.43478260869565216,0.45652173913043476,0.10869565217391304,0.004347826086956522
lusc_tcga,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",HLTF,1.97805,501,131,417,68,16,1,0.26147704590818366,0.8323353293413174,0.13572854291417166,0.031936127744510975,0.001996007984031936
lusc_tcga,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",RAD18,4.2413,501,1,27,85,389,4,0.001996007984031936,0.05389221556886228,0.16966067864271456,0.7764471057884231,0.007984031936127744
lusc_tcga,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",UBE2A,1.7204,501,7,116,292,93,1,0.013972055888223553,0.2315369261477046,0.5828343313373253,0.18562874251497005,0.001996007984031936
lusc_tcga,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",UBE2B,NA,501,0,14,104,383,3,0,0.027944111776447105,0.20758483033932135,0.7644710578842315,0.005988023952095809
lusc_tcga,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",UBE2N,NA,501,0,138,295,68,0,0,0.2754491017964072,0.5888223552894212,0.13572854291417166,0
lusc_tcga,"Lung Squamous Cell Carcinoma (TCGA, Provisional)",UBE2V2,2.4337,501,17,261,172,68,0,0.033932135728542916,0.5209580838323353,0.34331337325349304,0.13572854291417166,0
meso_tcga,"Mesothelioma (TCGA, Provisional)",HLTF,3.0197,87,1,18,63,6,1,0.011494252873563218,0.20689655172413793,0.7241379310344828,0.06896551724137931,0.011494252873563218
meso_tcga,"Mesothelioma (TCGA, Provisional)",RAD18,4.3127,87,1,16,59,12,0,0.011494252873563218,0.1839080459770115,0.6781609195402298,0.13793103448275862,0
meso_tcga,"Mesothelioma (TCGA, Provisional)",UBE2A,NA,87,0,7,54,26,0,0,0.08045977011494253,0.6206896551724138,0.2988505747126437,0
meso_tcga,"Mesothelioma (TCGA, Provisional)",UBE2B,NA,87,0,10,62,15,1,0,0.11494252873563218,0.7126436781609196,0.1724137931034483,0.011494252873563218
meso_tcga,"Mesothelioma (TCGA, Provisional)",UBE2N,1.3037,87,1,20,63,4,0,0.011494252873563218,0.22988505747126436,0.7241379310344828,0.04597701149425287,0
meso_tcga,"Mesothelioma (TCGA, Provisional)",UBE2V2,NA,87,0,13,66,8,1,0,0.14942528735632185,0.7586206896551724,0.09195402298850575,0.011494252873563218
ov_tcga,"Ovarian Serous Cystadenocarcinoma (TCGA, Provisional)",HLTF,2.42875,579,80,395,163,21,0,0.1381692573402418,0.6822107081174439,0.2815198618307427,0.03626943005181347,0
ov_tcga,"Ovarian Serous Cystadenocarcinoma (TCGA, Provisional)",RAD18,2.3072,579,20,136,244,199,5,0.03454231433506045,0.23488773747841105,0.4214162348877375,0.3436960276338515,0.008635578583765112
ov_tcga,"Ovarian Serous Cystadenocarcinoma (TCGA, Provisional)",UBE2A,2.2655,579,14,167,180,232,1,0.024179620034542316,0.28842832469775476,0.31088082901554404,0.4006908462867012,0.0017271157167530224
ov_tcga,"Ovarian Serous Cystadenocarcinoma (TCGA, Provisional)",UBE2B,1.0271,579,6,87,232,260,3,0.010362694300518135,0.15025906735751296,0.4006908462867012,0.44905008635578586,0.0051813471502590676
ov_tcga,"Ovarian Serous Cystadenocarcinoma (TCGA, Provisional)",UBE2N,1.7924,579,8,149,235,195,1,0.013816925734024179,0.25734024179620035,0.4058721934369603,0.33678756476683935,0.0017271157167530224
ov_tcga,"Ovarian Serous Cystadenocarcinoma (TCGA, Provisional)",UBE2V2,1.48335,579,26,265,259,55,0,0.044905008635578586,0.45768566493955093,0.4473229706390328,0.09499136442141623,0
paad_tcga,"Pancreatic Adenocarcinoma (TCGA, Provisional)",HLTF,0.41825,184,2,26,139,19,0,0.010869565217391304,0.14130434782608695,0.7554347826086957,0.10326086956521739,0
paad_tcga,"Pancreatic Adenocarcinoma (TCGA, Provisional)",RAD18,1.1038,184,1,8,133,43,0,0.005434782608695652,0.043478260869565216,0.7228260869565217,0.23369565217391305,0
paad_tcga,"Pancreatic Adenocarcinoma (TCGA, Provisional)",UBE2A,3.7852,184,1,17,150,17,0,0.005434782608695652,0.09239130434782608,0.8152173913043478,0.09239130434782608,0
paad_tcga,"Pancreatic Adenocarcinoma (TCGA, Provisional)",UBE2B,1.2546,184,2,18,143,23,1,0.010869565217391304,0.09782608695652174,0.7771739130434783,0.125,0.005434782608695652
paad_tcga,"Pancreatic Adenocarcinoma (TCGA, Provisional)",UBE2N,NA,184,0,17,124,43,0,0,0.09239130434782608,0.6739130434782609,0.23369565217391305,0
paad_tcga,"Pancreatic Adenocarcinoma (TCGA, Provisional)",UBE2V2,1.82315,184,6,43,122,19,0,0.03260869565217391,0.23369565217391305,0.6630434782608695,0.10326086956521739,0
pcpg_tcga,"Pheochromocytoma and Paraganglioma (TCGA, Provisional)",HLTF,NA,162,0,0,69,93,0,0,0,0.42592592592592593,0.5740740740740741,0
pcpg_tcga,"Pheochromocytoma and Paraganglioma (TCGA, Provisional)",RAD18,0.7172,162,1,3,98,61,0,0.006172839506172839,0.018518518518518517,0.6049382716049383,0.3765432098765432,0
pcpg_tcga,"Pheochromocytoma and Paraganglioma (TCGA, Provisional)",UBE2A,NA,162,0,5,106,51,0,0,0.030864197530864196,0.654320987654321,0.3148148148148148,0
pcpg_tcga,"Pheochromocytoma and Paraganglioma (TCGA, Provisional)",UBE2B,NA,162,0,8,142,12,0,0,0.04938271604938271,0.8765432098765432,0.07407407407407407,0
pcpg_tcga,"Pheochromocytoma and Paraganglioma (TCGA, Provisional)",UBE2N,NA,162,0,13,145,4,0,0,0.08024691358024691,0.8950617283950617,0.024691358024691357,0
pcpg_tcga,"Pheochromocytoma and Paraganglioma (TCGA, Provisional)",UBE2V2,2.2083,162,2,13,137,12,0,0.012345679012345678,0.08024691358024691,0.845679012345679,0.07407407407407407,0
prad_tcga,"Prostate Adenocarcinoma (TCGA, Provisional)",HLTF,0.6313,492,9,71,409,12,4,0.018292682926829267,0.1443089430894309,0.8313008130081301,0.024390243902439025,0.008130081300813009
prad_tcga,"Prostate Adenocarcinoma (TCGA, Provisional)",RAD18,3.0103,492,1,36,427,29,8,0.0020325203252032522,0.07317073170731707,0.8678861788617886,0.05894308943089431,0.016260162601626018
prad_tcga,"Prostate Adenocarcinoma (TCGA, Provisional)",UBE2A,2.828,492,1,13,448,31,2,0.0020325203252032522,0.026422764227642278,0.9105691056910569,0.06300813008130081,0.0040650406504065045
prad_tcga,"Prostate Adenocarcinoma (TCGA, Provisional)",UBE2B,5.5812,492,1,18,437,37,7,0.0020325203252032522,0.036585365853658534,0.8882113821138211,0.07520325203252033,0.014227642276422764
prad_tcga,"Prostate Adenocarcinoma (TCGA, Provisional)",UBE2N,3.1797,492,7,39,438,15,1,0.014227642276422764,0.07926829268292683,0.8902439024390244,0.03048780487804878,0.0020325203252032522
prad_tcga,"Prostate Adenocarcinoma (TCGA, Provisional)",UBE2V2,2.4425,492,18,111,338,43,4,0.036585365853658534,0.22560975609756098,0.6869918699186992,0.08739837398373984,0.008130081300813009
prad_tcga_pub,"Prostate Adenocarcinoma (TCGA, Cell 2015)",HLTF,0.3813,333,7,52,271,10,2,0.021021021021021023,0.15615615615615616,0.8138138138138138,0.03003003003003003,0.006006006006006006
prad_tcga_pub,"Prostate Adenocarcinoma (TCGA, Cell 2015)",RAD18,3.1206,333,1,26,286,21,8,0.003003003003003003,0.07807807807807808,0.8588588588588588,0.06306306306306306,0.024024024024024024
prad_tcga_pub,"Prostate Adenocarcinoma (TCGA, Cell 2015)",UBE2A,NA,333,0,6,308,19,2,0,0.018018018018018018,0.924924924924925,0.057057057057057055,0.006006006006006006
prad_tcga_pub,"Prostate Adenocarcinoma (TCGA, Cell 2015)",UBE2B,NA,333,0,14,290,29,6,0,0.042042042042042045,0.8708708708708709,0.08708708708708708,0.018018018018018018
prad_tcga_pub,"Prostate Adenocarcinoma (TCGA, Cell 2015)",UBE2N,2.4379,333,5,25,296,12,0,0.015015015015015015,0.07507507507507508,0.8888888888888888,0.036036036036036036,0
prad_tcga_pub,"Prostate Adenocarcinoma (TCGA, Cell 2015)",UBE2V2,2.508,333,11,69,239,25,1,0.03303303303303303,0.2072072072072072,0.7177177177177178,0.07507507507507508,0.003003003003003003
sarc_tcga,"Sarcoma (TCGA, Provisional)",HLTF,0.2165,257,3,46,160,51,1,0.011673151750972763,0.17898832684824903,0.622568093385214,0.19844357976653695,0.0038910505836575876
sarc_tcga,"Sarcoma (TCGA, Provisional)",RAD18,1.6251000000000002,257,8,71,149,37,1,0.0311284046692607,0.27626459143968873,0.5797665369649806,0.14396887159533073,0.0038910505836575876
sarc_tcga,"Sarcoma (TCGA, Provisional)",UBE2A,3.792,257,1,23,107,127,4,0.0038910505836575876,0.08949416342412451,0.4163424124513619,0.49416342412451364,0.01556420233463035
sarc_tcga,"Sarcoma (TCGA, Provisional)",UBE2B,1.0637,257,3,64,154,39,1,0.011673151750972763,0.2490272373540856,0.5992217898832685,0.1517509727626459,0.0038910505836575876
sarc_tcga,"Sarcoma (TCGA, Provisional)",UBE2N,2.381,257,9,52,141,64,2,0.03501945525291829,0.20233463035019456,0.5486381322957199,0.2490272373540856,0.007782101167315175
sarc_tcga,"Sarcoma (TCGA, Provisional)",UBE2V2,4.5855,257,5,90,140,27,1,0.019455252918287938,0.35019455252918286,0.5447470817120622,0.10505836575875487,0.0038910505836575876
skcm_tcga,"Skin Cutaneous Melanoma (TCGA, Provisional)",HLTF,6.3492999999999995,367,2,72,237,58,3,0.005449591280653951,0.19618528610354224,0.6457765667574932,0.15803814713896458,0.008174386920980926
skcm_tcga,"Skin Cutaneous Melanoma (TCGA, Provisional)",RAD18,-0.4809,367,3,63,232,72,1,0.008174386920980926,0.17166212534059946,0.6321525885558583,0.19618528610354224,0.0027247956403269754
skcm_tcga,"Skin Cutaneous Melanoma (TCGA, Provisional)",UBE2A,-0.822,367,1,50,227,90,1,0.0027247956403269754,0.1362397820163488,0.6185286103542235,0.2452316076294278,0.0027247956403269754
skcm_tcga,"Skin Cutaneous Melanoma (TCGA, Provisional)",UBE2B,NA,367,0,43,206,118,2,0,0.11716621253405994,0.5613079019073569,0.3215258855585831,0.005449591280653951
skcm_tcga,"Skin Cutaneous Melanoma (TCGA, Provisional)",UBE2N,NA,367,0,26,246,95,0,0,0.07084468664850137,0.670299727520436,0.25885558583106266,0
skcm_tcga,"Skin Cutaneous Melanoma (TCGA, Provisional)",UBE2V2,3.3521,367,10,160,179,28,0,0.027247956403269755,0.4359673024523161,0.4877384196185286,0.07629427792915532,0
stad_tcga,"Stomach Adenocarcinoma (TCGA, Provisional)",HLTF,1.2239,441,9,123,281,37,0,0.02040816326530612,0.2789115646258503,0.63718820861678,0.08390022675736962,0
stad_tcga,"Stomach Adenocarcinoma (TCGA, Provisional)",RAD18,3.42485,441,4,47,259,135,3,0.009070294784580499,0.10657596371882086,0.5873015873015873,0.30612244897959184,0.006802721088435374
stad_tcga,"Stomach Adenocarcinoma (TCGA, Provisional)",UBE2A,4.4891,441,5,72,323,46,1,0.011337868480725623,0.16326530612244897,0.7324263038548753,0.10430839002267574,0.0022675736961451248
stad_tcga,"Stomach Adenocarcinoma (TCGA, Provisional)",UBE2B,0.2654,441,2,27,266,148,7,0.0045351473922902496,0.061224489795918366,0.6031746031746031,0.3356009070294785,0.015873015873015872
stad_tcga,"Stomach Adenocarcinoma (TCGA, Provisional)",UBE2N,1.7169,441,1,82,298,61,0,0.0022675736961451248,0.18594104308390022,0.6757369614512472,0.1383219954648526,0
stad_tcga,"Stomach Adenocarcinoma (TCGA, Provisional)",UBE2V2,2.378,441,10,230,164,47,2,0.022675736961451247,0.5215419501133787,0.37188208616780044,0.10657596371882086,0.0045351473922902496
stad_tcga_pub,"Stomach Adenocarcinoma (TCGA, Nature 2014)",HLTF,1.5183499999999999,293,4,70,199,24,0,0.013651877133105802,0.23890784982935154,0.6791808873720137,0.08191126279863481,0
stad_tcga_pub,"Stomach Adenocarcinoma (TCGA, Nature 2014)",RAD18,2.22225,293,2,31,188,74,2,0.006825938566552901,0.10580204778156997,0.6416382252559727,0.2525597269624573,0.006825938566552901
stad_tcga_pub,"Stomach Adenocarcinoma (TCGA, Nature 2014)",UBE2A,1.0342,293,4,51,208,34,0,0.013651877133105802,0.17406143344709898,0.7098976109215017,0.11604095563139932,0
stad_tcga_pub,"Stomach Adenocarcinoma (TCGA, Nature 2014)",UBE2B,0.0547,293,1,15,195,83,6,0.0034129692832764505,0.051194539249146756,0.6655290102389079,0.2832764505119454,0.020477815699658702
stad_tcga_pub,"Stomach Adenocarcinoma (TCGA, Nature 2014)",UBE2N,NA,293,0,58,204,31,0,0,0.19795221843003413,0.6962457337883959,0.10580204778156997,0
stad_tcga_pub,"Stomach Adenocarcinoma (TCGA, Nature 2014)",UBE2V2,2.4751,293,8,146,121,26,1,0.027303754266211604,0.49829351535836175,0.4129692832764505,0.08873720136518772,0.0034129692832764505
tgct_tcga,"Testicular Germ Cell Cancer (TCGA, Provisional)",HLTF,NA,150,0,43,87,20,0,0,0.2866666666666667,0.58,0.13333333333333333,0
tgct_tcga,"Testicular Germ Cell Cancer (TCGA, Provisional)",RAD18,0.2158,150,1,28,83,39,0,0.006666666666666667,0.18666666666666668,0.5533333333333333,0.26,0
tgct_tcga,"Testicular Germ Cell Cancer (TCGA, Provisional)",UBE2A,NA,150,0,24,99,27,1,0,0.16,0.66,0.18,0.006666666666666667
tgct_tcga,"Testicular Germ Cell Cancer (TCGA, Provisional)",UBE2B,NA,150,0,5,47,98,0,0,0.03333333333333333,0.31333333333333335,0.6533333333333333,0
tgct_tcga,"Testicular Germ Cell Cancer (TCGA, Provisional)",UBE2N,NA,150,0,85,62,3,0,0,0.5666666666666667,0.41333333333333333,0.02,0
tgct_tcga,"Testicular Germ Cell Cancer (TCGA, Provisional)",UBE2V2,4.7818,150,3,117,27,6,1,0.02,0.78,0.18,0.04,0.006666666666666667
thca_tcga,"Thyroid Carcinoma (TCGA, Provisional)",HLTF,NA,499,0,2,493,4,0,0,0.004008016032064128,0.9879759519038076,0.008016032064128256,0
thca_tcga,"Thyroid Carcinoma (TCGA, Provisional)",RAD18,NA,499,0,3,492,4,0,0,0.006012024048096192,0.9859719438877755,0.008016032064128256,0
thca_tcga,"Thyroid Carcinoma (TCGA, Provisional)",UBE2A,0.7565,499,1,8,487,4,0,0.002004008016032064,0.01603206412825651,0.9759519038076152,0.008016032064128256,0
thca_tcga,"Thyroid Carcinoma (TCGA, Provisional)",UBE2B,0.4669000000000001,499,2,19,480,0,0,0.004008016032064128,0.03807615230460922,0.9619238476953907,0,0
thca_tcga,"Thyroid Carcinoma (TCGA, Provisional)",UBE2N,NA,499,0,15,484,0,0,0,0.03006012024048096,0.969939879759519,0,0
thca_tcga,"Thyroid Carcinoma (TCGA, Provisional)",UBE2V2,NA,499,0,6,489,4,0,0,0.012024048096192385,0.9799599198396793,0.008016032064128256,0
thca_tcga_pub,"Papillary Thyroid Carcinoma (TCGA, Cell 2014)",HLTF,NA,496,0,2,491,3,0,0,0.004032258064516129,0.9899193548387096,0.006048387096774193,0
thca_tcga_pub,"Papillary Thyroid Carcinoma (TCGA, Cell 2014)",RAD18,NA,496,0,3,490,3,0,0,0.006048387096774193,0.9879032258064516,0.006048387096774193,0
thca_tcga_pub,"Papillary Thyroid Carcinoma (TCGA, Cell 2014)",UBE2A,NA,496,0,9,483,4,0,0,0.018145161290322582,0.9737903225806451,0.008064516129032258,0
thca_tcga_pub,"Papillary Thyroid Carcinoma (TCGA, Cell 2014)",UBE2B,0.45545,496,2,19,477,0,0,0.004032258064516129,0.038306451612903226,0.9616935483870968,0,0
thca_tcga_pub,"Papillary Thyroid Carcinoma (TCGA, Cell 2014)",UBE2N,5.702,496,1,15,481,0,0,0.0020161290322580645,0.03024193548387097,0.969758064516129,0,0
thca_tcga_pub,"Papillary Thyroid Carcinoma (TCGA, Cell 2014)",UBE2V2,NA,496,0,6,486,4,0,0,0.012096774193548387,0.9798387096774194,0.008064516129032258,0
thym_tcga,"Thymoma (TCGA, Provisional)",HLTF,NA,123,0,5,111,7,0,0,0.04065040650406504,0.9024390243902439,0.056910569105691054,0
thym_tcga,"Thymoma (TCGA, Provisional)",RAD18,NA,123,0,0,108,15,2,0,0,0.8780487804878049,0.12195121951219512,0.016260162601626018
thym_tcga,"Thymoma (TCGA, Provisional)",UBE2A,NA,123,0,5,114,4,0,0,0.04065040650406504,0.926829268292683,0.032520325203252036,0
thym_tcga,"Thymoma (TCGA, Provisional)",UBE2B,NA,123,0,9,113,1,0,0,0.07317073170731707,0.9186991869918699,0.008130081300813009,0
thym_tcga,"Thymoma (TCGA, Provisional)",UBE2N,NA,123,0,4,112,7,0,0,0.032520325203252036,0.9105691056910569,0.056910569105691054,0
thym_tcga,"Thymoma (TCGA, Provisional)",UBE2V2,NA,123,0,10,111,2,0,0,0.08130081300813008,0.9024390243902439,0.016260162601626018,0
ucec_tcga,"Uterine Corpus Endometrial Carcinoma (TCGA, Provisional)",HLTF,0.77405,539,21,126,395,18,1,0.03896103896103896,0.23376623376623376,0.7328385899814471,0.03339517625231911,0.0018552875695732839
ucec_tcga,"Uterine Corpus Endometrial Carcinoma (TCGA, Provisional)",RAD18,2.2414,539,5,60,420,59,0,0.00927643784786642,0.11131725417439703,0.7792207792207793,0.10946196660482375,0
ucec_tcga,"Uterine Corpus Endometrial Carcinoma (TCGA, Provisional)",UBE2A,0.8859,539,2,76,391,72,0,0.0037105751391465678,0.14100185528756956,0.725417439703154,0.13358070500927643,0
ucec_tcga,"Uterine Corpus Endometrial Carcinoma (TCGA, Provisional)",UBE2B,NA,539,2,21,427,91,3,0.0037105751391465678,0.03896103896103896,0.7922077922077922,0.16883116883116883,0.0055658627087198514
ucec_tcga,"Uterine Corpus Endometrial Carcinoma (TCGA, Provisional)",UBE2N,NA,539,2,52,435,52,1,0.0037105751391465678,0.09647495361781076,0.8070500927643784,0.09647495361781076,0.0018552875695732839
ucec_tcga,"Uterine Corpus Endometrial Carcinoma (TCGA, Provisional)",UBE2V2,3.6628,539,17,170,353,16,0,0.03153988868274583,0.31539888682745826,0.6549165120593692,0.029684601113172542,0
ucec_tcga_pub,"Uterine Corpus Endometrial Carcinoma (TCGA, Nature 2013)",HLTF,2.185,363,11,52,305,6,1,0.030303030303030304,0.14325068870523416,0.8402203856749312,0.01652892561983471,0.0027548209366391185
ucec_tcga_pub,"Uterine Corpus Endometrial Carcinoma (TCGA, Nature 2013)",RAD18,1.32575,363,2,24,315,24,0,0.005509641873278237,0.06611570247933884,0.8677685950413223,0.06611570247933884,0
ucec_tcga_pub,"Uterine Corpus Endometrial Carcinoma (TCGA, Nature 2013)",UBE2A,-0.4706,363,1,7,347,9,0,0.0027548209366391185,0.01928374655647383,0.9559228650137741,0.024793388429752067,0
ucec_tcga_pub,"Uterine Corpus Endometrial Carcinoma (TCGA, Nature 2013)",UBE2B,0.3512,363,2,10,323,30,0,0.005509641873278237,0.027548209366391185,0.8898071625344353,0.08264462809917356,0
ucec_tcga_pub,"Uterine Corpus Endometrial Carcinoma (TCGA, Nature 2013)",UBE2N,1.0257,363,1,23,328,12,0,0.0027548209366391185,0.06336088154269973,0.9035812672176309,0.03305785123966942,0
ucec_tcga_pub,"Uterine Corpus Endometrial Carcinoma (TCGA, Nature 2013)",UBE2V2,2.7646,363,7,84,275,4,1,0.01928374655647383,0.23140495867768596,0.7575757575757576,0.011019283746556474,0.0027548209366391185
ucs_tcga,"Uterine Carcinosarcoma (TCGA, Provisional)",HLTF,2.3998,56,2,29,20,7,0,0.03571428571428571,0.5178571428571429,0.35714285714285715,0.125,0
ucs_tcga,"Uterine Carcinosarcoma (TCGA, Provisional)",RAD18,1.7733,56,1,14,18,24,0,0.017857142857142856,0.25,0.32142857142857145,0.42857142857142855,0
ucs_tcga,"Uterine Carcinosarcoma (TCGA, Provisional)",UBE2A,NA,56,0,13,22,21,0,0,0.23214285714285715,0.39285714285714285,0.375,0
ucs_tcga,"Uterine Carcinosarcoma (TCGA, Provisional)",UBE2B,0.3895,56,1,10,27,19,0,0.017857142857142856,0.17857142857142858,0.48214285714285715,0.3392857142857143,0
ucs_tcga,"Uterine Carcinosarcoma (TCGA, Provisional)",UBE2N,NA,56,0,9,28,19,0,0,0.16071428571428573,0.5,0.3392857142857143,0
ucs_tcga,"Uterine Carcinosarcoma (TCGA, Provisional)",UBE2V2,3.9453000000000005,56,10,38,15,3,1,0.17857142857142858,0.6785714285714286,0.26785714285714285,0.05357142857142857,0.017857142857142856
uvm_tcga,"Uveal Melanoma (TCGA, Provisional)",HLTF,NA,80,0,0,36,44,0,0,0,0.45,0.55,0
uvm_tcga,"Uveal Melanoma (TCGA, Provisional)",RAD18,NA,80,0,1,36,43,0,0,0.0125,0.45,0.5375,0
uvm_tcga,"Uveal Melanoma (TCGA, Provisional)",UBE2A,NA,80,0,9,57,14,0,0,0.1125,0.7125,0.175,0
uvm_tcga,"Uveal Melanoma (TCGA, Provisional)",UBE2B,NA,80,0,3,73,4,1,0,0.0375,0.9125,0.05,0.0125
uvm_tcga,"Uveal Melanoma (TCGA, Provisional)",UBE2N,NA,80,0,4,75,1,0,0,0.05,0.9375,0.0125,0
uvm_tcga,"Uveal Melanoma (TCGA, Provisional)",UBE2V2,4.6248,80,6,47,33,0,0,0.075,0.5875,0.4125,0,0
